,mesh filename,Minf,AoA,dt,CL cruise,converge,CL,CD,Cm,CDp,CDf,AoA output,dudy min,CL err,CD err,Cm err,CDp err,CDf err,AoA output err,task folder
0,cfl3d1,0.72,1.5,-0.1,,True,0.1763529955,0.001307304702,0.03096737971,0.001307287126,1.757586753e-08,0.0,14873.71743328558,0.0005892000000000119,2.0372600000000043e-05,0.0003659690000000007,2.037269999999986e-05,6.635000000000774e-12,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.500
1,cfl3d1,0.72,1.8125,-0.1,,True,0.17068623579999997,0.0021934916750000004,0.030252989669999994,0.002193474005,1.767368258e-08,0.0,20882.04580675959,0.008980110000000013,0.0011184914,0.0019321089999999978,0.0011184914,3.0193999999999906e-11,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.812
2,cfl3d1,0.72,1.890625,-0.1,,True,0.1737935932,0.0020924514510000007,0.028536057019999995,0.002092433803,1.7644506e-08,0.0,23345.237768777613,0.0044022499999999964,0.0008992583000000001,0.005658835000000001,0.0008992582999999999,9.938999999998512e-12,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.891
3,cfl3d1,0.72,1.9296875,-0.1,,True,0.16785140230000004,0.0019463980667000003,0.02715853042,0.0019463804443999998,1.762412493e-08,0.0,22130.366005088687,0.007869939999999992,0.00128627983,0.007018983999999999,0.00128627986,1.3654999999998543e-11,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.930
4,cfl3d1,0.72,1.94921875,-0.1,,True,0.16598392359999994,0.0014083964496000002,0.023452736990000004,0.0014083788450000004,1.7608430589999998e-08,0.0,21894.21077718616,0.00927523999999999,0.00121165293,0.005801784999999997,0.0012116529299999999,2.354200000000033e-11,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.949
5,cfl3d1,0.72,1.96875,-0.1,,False,0.0,0.0,0.0,0.0,0.0,0.0,20435.19790830862,0.0,0.0,0.0,0.0,0.0,0.0,C:\Project\Data\cfl3d1\M_0.720\A_1.969
6,cfl3d1,0.72,2.125,-0.1,,False,0.0,0.0,0.0,0.0,0.0,0.0,17450.702884040722,0.0,0.0,0.0,0.0,0.0,0.0,C:\Project\Data\cfl3d1\M_0.720\A_2.125
7,cfl3d1,0.72,2.75,-0.1,,False,0.0,0.0,0.0,0.0,0.0,0.0,43722.75912587914,0.0,0.0,0.0,0.0,0.0,0.0,C:\Project\Data\cfl3d1\M_0.720\A_2.750
8,cfl3d1,0.72,4.0,-0.1,,False,0.0,0.0,0.0,0.0,0.0,0.0,1518.5867628628757,0.0,0.0,0.0,0.0,0.0,0.0,C:\Project\Data\cfl3d1\M_0.720\A_4.000
